dt,tweet,User,local
2020-12-28 19:21:38,"On the manufacturing side, there’s a hustle to expand production to more factories, which need to be fitted out wit… https://t.co/eV9keH86YO",latimes,"El Segundo, CA"
2020-12-28 19:21:37,Considering that vaccines can take years just to create — and that Pfizer’s and Moderna’s vaccines went from concep… https://t.co/5NrtADikR6,latimes,"El Segundo, CA"
2020-12-28 19:19:26,Spectacular Article about the BioNTech Covid-19 Vaccine that I stole from my Brother-in-Law.  A must read! https://t.co/pmpczmXbmK,Prof_Dalessio,
2020-12-28 19:19:19,So the wife is being offered the Covid vaccine....need info on Pfizer vs Moderna if anyone knows,waveshark,
2020-12-28 19:17:02,"Dr. Larry Corey receives the COVID-19 Pfizer vaccination, December 24, 2020 at the Seattle Cancer Care Alliance. Co… https://t.co/GuTZxQdlEk",fredhutch,Seattle
2020-12-28 19:16:47,@Street_Insider How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vacci… https://t.co/UCawhInBFi,MKucala,Chicago (The Loop)
2020-12-28 19:16:17,"⭐️🚨FDA posted updated letter of authorization, health care provider fact sheets &amp; FAQs regarding the number of Pfiz… https://t.co/Ny5s0S2Jmk",VivekSubbiah,"Houston, TX"
2020-12-28 19:16:09,"Eight German care home employees jabbed with 5 TIMES Pfizer vaccine dose, 4 hospitalized with Covid-like symptoms https://t.co/pPi5mUXihz",duncanmacmartin,"Tarkine Coast, Tasmania"
2020-12-28 19:16:03,"Pfizer, U.S. Deal Gives Enough COVID-19 Vaccines For Every American By June 2021 https://t.co/f4vUCmkZ9l https://t.co/gdDNlkOkEK",DuffaBoiii,
2020-12-28 19:15:30,"@froz How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vaccine czar, t… https://t.co/uOEOPKv1m2",MKucala,Chicago (The Loop)
2020-12-28 19:14:55,Iran to get Pfizer Covid-19 vaccine from US philanthropists in 3 weeks  #COVID19 #coronavirus #Covid_19 #Worldnews… https://t.co/XMe5jWZCXt,1stnewsng,"Lagos, Nigeria"
2020-12-28 19:14:28,"How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vaccine czar, told CN… https://t.co/NDraNVxae5",MKucala,Chicago (The Loop)
2020-12-28 19:14:16,@WGNNews How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vaccine czar… https://t.co/FxcDT8pCxU,MKucala,Chicago (The Loop)
2020-12-28 19:14:10,@JustinTrudeau @AnitaOakville @PattyHajdu   We need Inovio    shuffling Pfizer even with the military is a long &amp; e… https://t.co/1gILGnU8we,TheCobourgKid,"Northumberland, Ontario"
2020-12-28 19:14:08,@Fxhedgers How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vaccine cz… https://t.co/OP8CT2UfgW,MKucala,Chicago (The Loop)
2020-12-28 19:13:56,@zerohedge How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vaccine cz… https://t.co/Q9IlCs6SU8,MKucala,Chicago (The Loop)
2020-12-28 19:13:47,@fox5sandiego How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vaccine… https://t.co/1sC6HT0Xl5,MKucala,Chicago (The Loop)
2020-12-28 19:13:43,The Times and the U.S. government agreed to invoke the Defense Production Act to “help Pfizer get better access to… https://t.co/yVqsThcd6C,dailyrotation,
2020-12-28 19:13:40,"#ICYMI, FDA posted updated letter of authorization, health care provider fact sheets &amp; FAQs regarding the number of… https://t.co/OU5unrF01C",US_FDA,"Silver Spring, MD"
2020-12-28 19:13:31,@hfr_investments How many have to get vaccinated  to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's vacc… https://t.co/uQ75Yo0scI,MKucala,Chicago (The Loop)
2020-12-28 19:13:13,Media Statement from CDC Director Robert R. Redfield on Signing the Advisory Committee on Immunization Practices’ r… https://t.co/fYWiDU2p1o,maciejka34,
2020-12-28 19:13:06,From the big satan with love. #Iran #Covid #COVIDー19  https://t.co/1NJ4jP2kV4 #vaccines,MuqtedarKhan,
2020-12-28 19:12:40,How many people have to get vaccinated against COVID to reach herd immunity?    https://t.co/EEmeHBqbgz   Trump's v… https://t.co/f6zPie1f2R,MKucala,Chicago (The Loop)
2020-12-28 19:12:24,"The Pfizer vaccine has been through all the phases of safety trials, and the data scrutinised by the regulators. It… https://t.co/VYrWLRzygS",DrCJohn,
2020-12-28 19:11:52,So I fully expect @CHI_Memorial nurse Tiffany Dover to be filmed live again for her second @pfizer covid vaccine sh… https://t.co/2MfIhIvndF,AnthonyGirand,NYC
2020-12-28 19:11:46,"New Polls Show: Most Europeans, Including Hospital Staff, Refuse To Take COVID-19 Vaccine.  An unexpected spike in… https://t.co/rS6NuwzFhg",NoToGlobalists,Canada
2020-12-28 19:09:38,"New Brunswick reported one new case of COVID-19 on Monday and said a total of 1,034 front-line health-care workers… https://t.co/30KIVyCAfy",Global_NB,
2020-12-28 19:08:11,@GOVUK Your strategies are killing more  people than you’re saving - ONS figures clearly show excess deaths at home… https://t.co/5hgVdyrNVq,su5iefoley,Narnia 
2020-12-28 19:07:57,@StevenDelDuca @fordnation Ontario doesn’t have 90K doses. It is expected to receive up to 56K of Moderna vaccine b… https://t.co/THw3cqksy7,RChilderhose,Mississauga
2020-12-28 19:07:48,The @GeisingerHealth employee is believed to be one of the first in Centre County to get the Pfizer-BioNTech COVID-… https://t.co/Q5MNKs8F29,centredaily,"State College, PA"
2020-12-28 19:07:12,"Eight German care home employees jabbed with 5 TIMES Pfizer vaccine dose, 4 hospitalized with Covid-like symptoms https://t.co/0tjxXV6V3V #",ninnyd101,london
2020-12-28 19:06:32,"Eight German care home employees jabbed with 5 TIMES Pfizer vaccine dose, 4 hospitalized with Covid-like symptoms… https://t.co/eKJQ7hsIAM",Earth_Extreme,UK
2020-12-28 19:06:00,"@AggressiveDegr1 magnitude of the virus, we can have Pfizer and Moderna pretty quickly.   Covid 19 is our more curr… https://t.co/iU4ONvOZYg",HellsAngel1947,"They/Them, Xe/Xir, Fae/Faer"
2020-12-28 19:05:52,"@BreezerGalway @SeriousnessMr @simondolan Little soldier boy, being a fascist as usual. Question for you, if the co… https://t.co/fsgzhMDa1W",DavidBr33139978,
2020-12-28 19:05:25,"Local Reactions, Systemic Reactions, Adverse Events, and Serious Adverse Events: Pfizer-BioNTech COVID-19 Vaccine… https://t.co/hf4blIEsFe",MarianaLestelle,Argentina
2020-12-28 19:04:00,Going to go out on a limb here and say this probably is NOT a good thing.   @pfizer @CNBC   #CovidVaccine   https://t.co/qn9cZJPCu4,BillPro_by_iSi,"Buffalo, NY"
2020-12-28 19:04:00,"With the Pfizer vaccine off and rolling, what is on the horizon for the country and the world?  @HealthGuardTech… https://t.co/Ls2YaNAUXx",Claimgenix,"Buffalo, NY"
2020-12-28 19:03:44,"MoH @DonnellyStephen foresees 40,000 #COVID19 vaccinations per week but that will take almost 2.5 years to vaccinat… https://t.co/ikPhVqTIU0",fmod1,"Vienna, Dublin, & Cyberspace"
2020-12-28 19:02:47,"@Saporaku @matthewlesh That was the whole point of operation Warp Speed, pay companies to start manufacturing befor… https://t.co/EfTF5HmAqq",rkesteva,"San Francisco, CA"
2020-12-28 19:02:08,Common Questions about Pfizer's Covid Vaccine | Episode 1 | Sci-WEEKLY https://t.co/Qx9nxp00OK via @YouTube,ilyassyed1,"Peshwar, Pakistan "
2020-12-28 19:02:07,"The Novavax COVID-19 vaccine is the fifth to reach final-stage testing in the U.S. Some 30,000 volunteers are neede… https://t.co/EXAsYM3ozG",clevelanddotcom,"Cleveland, Ohio"
2020-12-28 19:01:57,@Omri_Marian @Greg_Oryel Which part? The 3.2mn out of 8mn ordered is from the Israeli Health Minister as per below… https://t.co/0EfZxHso4a,MikeGal041,
2020-12-28 19:01:39,"@britnessed @FirenzeMike the secondary efficacy endpoint for severe COVID-19, had not been met. Hospitalizations du… https://t.co/Ezoc2CuDqa",AndersJonita,
2020-12-28 21:00:12,"$PFE partner #BioNTech CEO says: ""COVID-19 could be w/ us for next 10-years"" #NewNormal #Pfizervaccine… https://t.co/metIcle5dJ",markpills,Houston Texas USA
2020-12-28 21:00:10,Pfizer to complete supply of COVID-19 vaccines to EU by September https://t.co/5ufk8FKDaW https://t.co/Qt9WdO41Rj,ReutersIndia,New Delhi
2020-12-28 21:00:09,The distribution of an initial 200 million doses of the COVID-19 vaccine developed by Pfizer and BioNTech across th… https://t.co/JNL9uHzDJg,Reuters_Health,
2020-12-28 20:59:13,"Depending on which of these two stories you put stock in, either smaller quantities of the Pfizer vaccine can't be… https://t.co/nW7Rdoagvh",Happy_Belmore,"#HamOnt, ON Canada"
2020-12-28 20:59:01,@yeahnaa333 @apoorva_nyc Funny story. My father in law is a respiratory therapist.   8 months in the hospital never… https://t.co/9ZJXaHJ2Po,runningrabbit_1,"New York, USA"
2020-12-28 20:58:01,@richiecaulfield I’m not sure but I don’t think Pfizer make the Covid vaccine in Ireland,Aidan_Norton,from Offaly in Ireland
2020-12-28 20:57:47,@FedeSchl @Malissa_menon @1EEX303 @TuckerCarlson If you read the statements from Pfizer it states that it may not p… https://t.co/jBgtyRvRtL,krazyoleme,bennett Colorado
2020-12-28 20:57:33,Four key questions will shape how Covid-19 vaccines contain the pandemic:  - How well do vaccines prevent the sprea… https://t.co/zbgn49Xof5,shehzadyounis,Thinkstan
2020-12-28 20:56:38,"30,000 Adults Wanted for Covid-19 Vaccine Trial  [ad_1] Even as vaccines from Pfizer an... https://t.co/P7FISdjSsw.… https://t.co/59dnAHXtQG",CloudEngx,Russia
2020-12-28 20:56:33,I Was Injected: Volunteers Who Were Part Of The Trial For The New Pfizer COVID-19 Vaccine Speak Out https://t.co/tv5EAisPYF,moondaughter72,
2020-12-28 20:56:06,@GeoffKathy @disclosetv @doctorsoumya Based on what? Their insanely small sample size. How many people in the contr… https://t.co/2xefdLrmbW,mhandschuh,
2020-12-28 20:55:38,"COVID-19: Vaccination delays in Spain due to 'Pfizer logistics issue', minister says  World News https://t.co/1XzdTDtUjg via @JerseyPeeps",JeanneBartram,“European Union 🇪🇺”.
2020-12-28 20:55:24,"My dad, who is a surgeon, just received his first dose of the Pfizer COVID-19 vaccine.",TheSoundDefense,
2020-12-28 20:55:02,"“Pfizer, which manufactures 1 of the 2 vaccines approved for emergency use in U.S., began asking the Trump administ… https://t.co/53E8QDGy6k",RosaLSmothers,CONUS
2020-12-28 20:54:42,Four health care workers in Germany were hospitalized after receiving 5x the dosage of the COVID-19 vaccine. https://t.co/li74vuxSQ2,bradleydevlin,
2020-12-28 20:54:06,"Despite hi-tech advances, many #Europeans wary of taking #COVID shot #reuters https://t.co/2wkFjYInlE #coronavirus… https://t.co/Yo2lc5asTR",BoilerRoomTweet,
2020-12-28 20:53:58,The 4 major unknowns of how vaccines will affect the Covid-19 pandemic https://t.co/cwRiXHOUOO via @voxdotcom,CrowdedHead,SF Bay Area
2020-12-28 20:53:45,"Josepha Delmotte, 102 years old , receives a dose of the Pfizer-BioNTech Covid-19 vaccine at ""La Bonne Maison de Bo… https://t.co/gTEJomylEF",Alexandros__M,"Brussels, Belgium"
2020-12-28 20:53:08,Pfizer COVID-19 vaccine causing more allergic reactions than expected https://t.co/BU1P5vKMkn via @nypost,laker_great,
2020-12-28 20:52:32,@fact_covid @APK_musicreview Hopefully once the Oxford vaccine is approved it will speed up enormously. That can be… https://t.co/EZ3atE5yWv,ScottyK_74,United Kingdom
2020-12-28 20:51:34,FiringLineShow: FRIDAY: Catch CEO @AlbertBourla discussing @pfizer’s 8-month journey to a COVID vaccine.  “I think… https://t.co/ENnSUtPStL,kristinmccalley,
2020-12-28 20:51:16,"(REUTERS) - "" Pfizer To Provide US With 100M Additional Doses By July."" HHS Secretary Alex Azar says the deal assur… https://t.co/8OUMA6BGbD",Healthinsurane4,"Minnesota, USA"
2020-12-28 20:49:01,The Advisory Committee on Immunization Practices (ACIP) has issued interim recommendations for the use of Pfizer-Bi… https://t.co/LWCKCjIF65,aarc_tweets,"Irving, Texas, USA"
2020-12-28 20:47:34,"Wait, you trusted Pfizer to give you boners for over 20 years... Now you’re going to question them about the Covid… https://t.co/FuPc9VNPvC",ChefMambaDubai,"Washington, USA"
2020-12-28 20:46:02,The 4 major #unknowns of how #vaccines will #affect the #COVIDー19Pandemic https://t.co/37CrriTJ0N via @voxdotcom… https://t.co/VU5ljhxvST,DiabeticCyborgg,"Longview, TX"
2020-12-28 20:45:54,"5× is a lot.   Eight German care home employees jabbed with 5 TIMES Pfizer vaccine dose, 4 hospitalized with Covid-… https://t.co/LqLv9AuoFx",pe7490,Cambridge UK
2020-12-28 20:45:49,"@Jim_Jordan Let me guess, ""Covid didn't close schools, but as a member of Congress I received my Pfizer vaccination… https://t.co/XQSAcGtT4B",Yznhymer,
2020-12-28 20:45:40,"On the 💥USA💥 COVID-19  ""Pfizer Vaccine Fact sheet""  There are no warnings about  Not Vaccinating : Childbearing age… https://t.co/6mi0ewbQOz",GadaboutH,
2020-12-28 20:45:28,"@XxDoubleDxX1 Hola, you can read it here: So let me introduce to something fresh! So with the UK being the first co… https://t.co/hIgSbcExj9",threadreaderapp,Wherever threads are written..
2020-12-28 20:45:17,"The candidate made by Novavax Inc. is the fifth to reach final-stage testing in the U.S. Some 30,000 volunteers are… https://t.co/VuVKqslel2",Q13FOX,Seattle
2020-12-28 20:45:12,"The candidate made by Novavax Inc. is the fifth to reach final-stage testing in the U.S. Some 30,000 volunteers are… https://t.co/LRiGWqIelZ",FOX29philly,"Philadelphia, PA"
2020-12-28 20:45:11,"The candidate made by Novavax Inc. is the fifth to reach final-stage testing in the U.S. Some 30,000 volunteers are… https://t.co/3rWfgPTixb",fox6now,Milwaukee
2020-12-28 20:44:48,"Researchers think the compound polyethylene glycol, or PEG, could be responsible for allergic reactions to the Pfiz… https://t.co/h6knYB00sE",gange_alma,
2020-12-28 20:44:46,"More than 261,000 Moderna and Pfizer vaccines were administered in the state as of Dec. 26. The state has received… https://t.co/04WJGwOGpG",KTLA,"Los Angeles, CA"
2020-12-28 20:43:57,"On the 💥USA💥 COVID-19  ""Pfizer Vaccine Fact sheet""  There are no warnings about  Not Vaccinating : Childbearing age… https://t.co/LCIKLQo3Wj",GadaboutH,
2020-12-28 20:43:51,"""Pfizer partnered with BioNTech in April 2020 to begin developing a COVID-19 vaccine. The vaccine candidate BNT162b… https://t.co/6nQWN1z9Jo",VI_XII,Earth
2020-12-28 20:43:14,"Dec 15, 2020 Pfizer's CEO will wait to get a COVID-19 vaccine, and says company executives won't 'cut the line' | B… https://t.co/tHE4rDPZJa",VI_XII,Earth
2020-12-28 20:43:02,@pfizer When the world will get together for a cancer vacine like they did for covid?,vrbv10,"Braga, Portugal"
2020-12-28 20:42:22,"The second round of Moderna vaccines are coming to California this week, for a total of more than 900,000 doses  Th… https://t.co/RVQXr7Jldy",lara_korte,Sacramento
2020-12-28 20:42:09,US nurse faints after Pfizer-BioNTech COVID-19 vaccine shot https://t.co/Krvnc44G0q via @YouTube,lugh69,United Kingdom
2020-12-28 20:41:49,"Eight German care home employees jabbed with 5 TIMES Pfizer vaccine dose, 4 hospitalized with Covid-like symptoms https://t.co/y4QLdzcGl2",Perzhian,
2020-12-28 20:41:34,Pfizer COVID 19 vaccination day 17.   Some serious antivax hate today but what other options are there to beat the… https://t.co/uBc0nhCI8p,drgandalf52,Nottingham
2020-12-28 20:41:26,A realistic look at what's on the docket for 2021. I honestly feel that it is going to take the better part of next… https://t.co/JVDXdOg2Qc,BatQueen,"San Francisco, CA"
2020-12-28 20:41:23,@davidkurten @ShaunBaileyUK Pfizer's vax reduces absolute of risk of Covid by a paltry 0.4%. 2.8% &amp; rising adverse… https://t.co/CN9jlA4bQj,pedwards_phil,Who can say?
2020-12-28 20:40:55,@aproko_doctor Doctor all this we will do to see to it that the new vaccine by PFIZER AND BIONTECH sales. yes for s… https://t.co/7hehFfZw1y,bishopineme,Nigeria
2020-12-28 20:39:41,How the Pfizer-BioNTech Vaccine Works https://t.co/ABbe3rrZbR,MikeStone972,Raanana Israel
2020-12-28 20:38:40,"@disclosetv They never were intended to prevent it, which is why people with prior covid exposure were specifically… https://t.co/JSFw9nubh4",KDDitch,"Behind the ""Offensive Replies"""
2020-12-28 20:38:33,The 4 major unknowns of how vaccines will affect the Covid-19 pandemic https://t.co/yRiU4NX7Bd https://t.co/eet9OioZSA,Obsessed_W_News,WORLDWIDE
2020-12-28 20:37:39,"@nickduncs @Bob_Wachter And by the way, the @pfizer vaccine has not shown that you are protected from COVID infecti… https://t.co/nrIqBeZTeY",Robin_Quon,"Sunnyvale, CA"
2020-12-28 20:36:07,Meet the woman scientist who was demoted and laughed during decades of research developing therapeutic mRNA technol… https://t.co/dRpJ69qyFZ,LinNoueihed,Beirut
2020-12-28 20:35:56,The dry ice safety sheet I developed for CDC/healthcare professionals is now posted: https://t.co/Z5UAbElxJd.   Tha… https://t.co/kmjzHqGkq0,vlamers,"DC by way of OR, CT, & NY"
2020-12-28 20:35:55,Not have enough  vacines are rolling out around Europe yet the sheep STILL believing these criminals.   Covid-19: 2… https://t.co/8RQlPmCyuS,Clontarfman,
